"","pool","group","mean","lci","uci","nobs","nstudy"
"27","MAOC","nfert","-0.000149355531929064","-0.00122100693393847","0.000922295870080345","128","16"
"28","MAOC","ag.C.inputs","0.048999859880531","0.0276911591030294","0.0703085606580325","87","9"
"29","MAOC","species.added","-0.0148751016005104","-0.0347987859396964","0.0050485827386756","196","25"
"30","MAOC","duration","-0.00232009188962711","-0.00634472125909131","0.00170453747983708","192","24"
"31","MAOC","sand","-0.00021434787544311","-0.00229818745405083","0.00186949170316461","133","17"
"32","MAOC","silt","-0.000106055450805436","-0.00240824566724056","0.00219613476562969","121","16"
"33","MAOC","clay","0.00140115109986982","-0.00319844169914615","0.00600074389888579","127","17"
"34","MAOC","toc","-0.00164592041661634","-0.0694910398631402","0.0661991990299075","103","12"
"35","MAOC","ph","0.0160431789238048","-0.0104958320866493","0.0425821899342588","130","16"
"36","MAOC","Temp","0.00243841267381323","-0.00562740812627831","0.0105042334739048","196","25"
"37","MAOC","Prec","3.27759860140399e-05","-5.2414060184274e-05","0.000117966032212354","196","25"
"38","MAOC","soilorder.Alfisols","0.00445661904991157","-0.109458655375259","0.118371893475082","7","3"
"39","MAOC","soilorder.Oxisols","-0.0113606412473365","-0.113097070753808","0.0903757882591349","25","3"
"40","MAOC","soilorder.Mollisols","0.0418692217404895","-0.00892192922850719","0.0926603727094862","99","12"
"41","MAOC","soilorder.Ultisols","0.134936899120463","0.0362713504534329","0.233602447787494","37","3"
"42","MAOC","soilorder.Spodosols",NA,NA,NA,NA,NA
"43","MAOC","soilorder.Inceptisols",NA,NA,NA,NA,NA
"44","MAOC","Continent.Africa",NA,NA,NA,NA,NA
"45","MAOC","Continent.Asia",NA,NA,NA,NA,NA
"46","MAOC","Continent.Australia",NA,NA,NA,NA,NA
"47","MAOC","Continent.Europe","0.0333211119968183","-0.0676318415127923","0.134274065506429","7","4"
"48","MAOC","Continent.NorthAmerica","0.0366916979275389","-0.0945949850055217","0.167978380860599","23","2"
"49","MAOC","Continent.SouthAmerica","0.0583411876769944","0.014953967578401","0.101728407775588","157","17"
"50","MAOC","SoilCollectionSeason.winter",NA,NA,NA,NA,NA
"51","MAOC","SoilCollectionSeason.spring","0.0747880578681879","0.0159954942568981","0.133580621479478","83","11"
"52","MAOC","SoilCollectionSeason.summer","-0.0492633466059303","-0.126900044677167","0.0283733514653068","35","4"
"53","MAOC","SoilCollectionSeason.fall","0.056378186958967","-0.016052575289771","0.128808949207705","58","8"
"54","MAOC","FractionationMethod.Size","0.0466903782092132","0.00950051115571117","0.0838802452627151","160","21"
"55","MAOC","FractionationMethod.Density","0.110106694582065","0.0166685288025707","0.20354486036156","30","3"
"56","MAOC","FractionationMethod.SizeAndDensity",NA,NA,NA,NA,NA
"57","MAOC","DispersingAgent.SodiumHex","0.0249706144909086","-0.0339847139761592","0.0839259429579763","86","10"
"58","MAOC","DispersingAgent.OtherSolution","0.083480621329736","0.00546637570254382","0.161494866956928","44","6"
"59","MAOC","DispersingAgent.GlassBeads","0.0642730458845434","-0.0172334642572461","0.145779556026333","38","5"
"60","MAOC","DispersingAgent.Sonication",NA,NA,NA,NA,NA
"61","MAOC","DispersingAgent.Combo","0.0583630507169778","-0.114364756013212","0.231090857447167","6","1"
"62","MAOC","ResponseCalc.Direct","0.0676738173484352","0.0221385743159314","0.113209060380939","88","14"
"63","MAOC","ResponseCalc.Indirect","0.0427552016097584","-0.00378606625406004","0.0892964694735768","108","12"
"64",NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,NA,NA,NA,NA,NA
