"","pool","group","mean","lci","uci","nobs","nstudy"
"50","POC","SoilCollectionSeason.winter","0.226373676325988","0.0592350016074026","0.393512351044573","45","3"
"51","POC","SoilCollectionSeason.spring","0.175386012576511","0.0852166212102852","0.265555403942738","163","25"
"52","POC","SoilCollectionSeason.summer","0.132344159513352","0.00915933560478698","0.255528983421918","110","9"
"53","POC","SoilCollectionSeason.fall","0.0978384631775255","-0.0207164189373421","0.216393345292393","130","14"
"54","POC","FractionationMethod.Size","0.171142220270634","0.105098095414388","0.237186345126881","391","47"
"55","POC","FractionationMethod.Density","0.13053016364537","-0.0785998284421922","0.339660155732932","70","4"
"56","POC","FractionationMethod.SizeAndDensity",NA,NA,NA,NA,NA
"57","POC","DispersingAgent.SodiumHex","0.159152717334972","0.0813613784713476","0.236944056198596","296","34"
"58","POC","DispersingAgent.OtherSolution","0.124263542156344","-0.0256611079596568","0.274188192272345","86","9"
"59","POC","DispersingAgent.GlassBeads","0.277743626883988","0.0705800746022169","0.484907179165758","37","4"
"60","POC","DispersingAgent.Sonication","0.273656460665516","0.0225223414051686","0.524790579925863","30","3"
"61","POC","DispersingAgent.Combo","0.150792289623512","-0.283785878901775","0.585370458148799","6","1"
"62","POC","ResponseCalc.Direct","0.169646555832688","0.106830951093687","0.232462160571688","423","49"
"63","POC","ResponseCalc.Indirect","0.135839087339244","-0.010163295635603","0.28184147031409","44","5"
"64",NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,NA,NA,NA,NA,NA
